Temperature(C),Humidity,LPG,Smoke,Methane,Butane,CO,NH3,CO2,Alcohol,Acetone,Toluene,Benzene,Dangerous Degree
40,64,1.4738,0.02928,0.56204,8.226,1.463,300.21,300.21,2.2143738,0.056382447,0.056382447,26.516,3
40,64,1.9877,0.0294,0.56732,8.337,1.4371,301.99,301.99,2.2206576,0.056802106,0.056802106,26.818,3
40,64,2.5016,0.02952,0.5726,8.448,1.4112,303.77,303.77,2.2269414,0.057221765,0.057221765,27.12,3
40,64,3.0155,0.02964,0.57788,8.559,1.3853,305.55,305.55,2.2332252,0.057641424,0.057641424,27.422,3
40,64,3.5294,0.02976,0.58316,8.67,1.3594,307.33,307.33,2.239509,0.058061083,0.058061083,27.724,3
40,64,4.0433,0.4567,0.58844,0.01113,1.3335,309.11,309.11,2.2457928,0.058480742,0.058480742,28.026,3
40,64,4.5572,0.79975,0.59372,0.011271,1.3076,310.89,310.89,2.2520766,0.058900401,0.058900401,28.328,3
40,64,5.0711,0.01256,0.599,0.011412,1.2817,312.67,312.67,2.2583604,0.05932006,0.05932006,28.63,3
40,64,5.585,0.0299,0.60428,0.011553,1.2558,314.45,314.45,2.2646442,0.059739719,0.059739719,28.932,3
40,64,6.0989,0.04724,0.60956,0.011694,1.2299,316.23,316.23,2.270928,0.060159378,0.060159378,29.234,3
40,64,6.6128,0.06458,0.61484,0.011835,1.204,318.01,318.01,0.086,0.060579037,0.060579037,29.536,3
40,64,7.1267,0.08192,0.62012,0.011976,1.1781,319.79,319.79,0.098,0.060998696,0.060998696,29.838,3
40,64,7.6406,0.09926,0.6254,0.012117,1.1522,321.57,321.57,0.11,0.061418355,0.061418355,30.14,3
40,64,8.1545,0.1166,0.63068,0.012258,1.1263,323.35,323.35,0.122,0.061838014,0.061838014,30.442,3
40,64,8.6684,0.13394,0.63596,0.012399,1.1004,325.13,325.13,0.134,0.062257673,0.062257673,30.744,3
40,64,9.1823,0.15128,0.64124,0.01254,1.0745,326.91,326.91,0.146,0.062677332,0.062677332,31.046,3
40,65,9.6962,0.16862,0.64652,0.012681,1.0486,328.69,328.69,0.158,0.063096991,0.063096991,31.348,3
40,65,10.2101,0.18596,0.6518,0.012822,1.0227,330.47,330.47,0.17,0.06351665,0.06351665,31.65,3
40,65,10.724,0.2033,0.65708,0.012963,0.9968,332.25,332.25,0.182,0.063936309,0.063936309,31.952,3
40,65,11.2379,0.22064,0.66236,0.013104,0.9709,334.03,334.03,0.194,0.064355968,0.064355968,32.254,3
40,65,11.7518,0.23798,0.66764,0.013245,0.945,335.81,335.81,0.206,0.064775627,0.064775627,32.556,3
40,65,12.2657,0.25532,0.67292,0.013386,0.9191,337.59,337.59,0.218,0.065195286,0.065195286,32.858,3
40,65,12.7796,0.27266,0.6782,0.013527,0.8932,339.37,339.37,0.23,0.065614945,0.065614945,33.16,3
40,65,13.2935,0.29,0.68348,0.013668,0.8673,341.15,341.15,0.242,0.066034604,0.066034604,33.462,3
40,65,13.8074,0.30734,0.68876,0.013809,0.8414,342.93,342.93,0.254,0.066454263,0.066454263,33.764,3
40,65,14.3213,0.32468,0.69404,0.01395,0.8155,344.71,344.71,0.266,0.066873922,0.066873922,34.066,3
40,65,14.8352,0.34202,0.69932,0.014091,0.7896,346.49,346.49,0.278,0.067293581,0.067293581,34.368,3
40,65,15.3491,0.35936,0.7046,0.014232,0.7637,348.27,348.27,0.29,0.06771324,0.06771324,34.67,3
40,65,15.863,0.3767,0.70988,0.014373,0.7378,350.05,350.05,0.302,0.068132899,0.068132899,34.972,3
40,65,16.3769,0.39404,0.71516,0.014514,0.7119,351.83,351.83,0.314,0.068552558,0.068552558,35.274,3
40,65,16.8908,0.41138,0.72044,0.014655,0.686,353.61,353.61,0.326,0.068972217,0.068972217,35.576,3
41,65,17.4047,0.42872,0.72572,0.014796,0.6601,355.39,355.39,0.338,0.069391876,0.069391876,35.878,3
41,65,17.9186,0.44606,0.731,0.014937,0.6342,357.17,357.17,0.35,0.069811535,0.069811535,36.18,3
41,65,18.4325,0.4634,0.73628,0.015078,0.6083,358.95,358.95,0.362,0.070231194,0.070231194,36.482,3
41,65,18.9464,0.48074,0.74156,0.015219,0.5824,360.73,360.73,0.374,0.070650853,0.070650853,36.784,3
41,65,19.4603,0.49808,0.74684,0.01536,0.5565,362.51,362.51,0.386,0.071070512,0.071070512,37.086,3
41,65,19.9742,0.51542,0.75212,0.015501,0.5306,364.29,364.29,0.398,0.071490171,0.071490171,37.388,3
41,65,20.4881,0.53276,0.7574,0.015642,0.5047,366.07,366.07,0.41,0.07190983,0.07190983,37.69,3
41,65,21.002,0.5501,0.76268,0.015783,0.4788,50.97,50.97,0.422,0.072329489,0.072329489,37.992,2
41,65,21.5159,0.56744,0.76796,0.015924,0.4529,51.578,51.578,0.434,0.072749148,0.072749148,38.294,2
41,65,22.0298,0.58478,0.77324,0.016065,0.427,52.186,52.186,0.446,0.073168807,0.073168807,38.596,2
41,65,22.5437,0.60212,0.77852,0.016206,0.4011,52.794,52.794,0.458,0.073588466,0.073588466,38.898,2
41,65,23.0576,0.61946,0.7838,0.016347,0.3752,53.402,53.402,0.47,0.074008125,0.074008125,39.2,2
41,66,23.5715,0.6368,0.78908,0.016488,0.3493,54.01,54.01,0.482,0.074427784,0.074427784,39.502,2
41,66,24.0854,0.65414,0.79436,0.016629,0.3234,54.618,54.618,0.494,0.074847443,0.074847443,39.804,2
41,66,24.5993,0.67148,0.79964,0.01677,0.2975,55.226,55.226,0.506,0.075267102,0.075267102,40.106,2
41,66,25.1132,0.68882,0.80492,0.016911,0.2716,55.834,55.834,0.518,0.075686761,0.075686761,40.408,3
41,66,25.6271,0.70616,0.8102,0.017052,0.2457,56.442,56.442,0.53,0.07610642,0.07610642,40.71,3
41,66,26.141,0.7235,0.81548,0.017193,0.2198,57.05,57.05,0.542,0.076526079,0.076526079,41.012,3
41,66,26.6549,0.74084,0.82076,0.017334,0.1939,57.658,57.658,0.554,0.076945738,0.076945738,41.314,3
41,66,27.1688,0.75818,0.82604,0.017475,0.168,58.266,58.266,0.566,0.077365397,0.077365397,41.616,3
41,66,27.6827,0.77552,0.83132,0.017616,0.1421,58.874,58.874,0.578,0.077785056,0.077785056,41.918,3
41,66,28.1966,0.79286,0.8366,1.46879,0.1162,59.482,59.482,0.59,0.078204715,0.078204715,42.22,3
41,66,28.7105,0.8102,0.84188,1.9785,0.0903,60.09,60.09,0.602,0.078624374,0.078624374,42.522,3
41,66,29.2244,0.82754,0.84716,2.48821,0.0644,60.698,60.698,0.614,0.079044033,0.079044033,42.824,3
41,66,29.7383,0.84488,0.85244,2.99792,0.0385,61.306,61.306,0.626,0.079463692,0.079463692,43.126,3
41,66,30.2522,0.86222,0.85772,3.50763,0.02355,61.914,61.914,0.638,0.079883351,0.079883351,43.428,3
41,66,30.7661,0.87956,0.863,4.01734,0.0756,62.522,62.522,0.65,0.08030301,0.08030301,43.73,3
41,66,31.28,0.8969,0.86828,4.52705,0.0676,63.13,63.13,0.662,0.080722669,0.080722669,44.032,3
41,66,31.7939,0.91424,0.87356,5.03676,0.0785,63.738,63.738,0.674,0.081142328,0.081142328,44.334,2
42,66,32.3078,0.93158,0.87884,5.54647,0.0894,64.346,64.346,0.686,0.081561987,0.081561987,44.636,2
42,66,32.8217,0.94892,0.88412,6.05618,0.1003,64.954,64.954,0.698,0.081981646,0.081981646,44.938,2
42,66,33.3356,0.96626,0.8894,6.56589,0.1112,65.562,65.562,0.71,0.082401305,0.082401305,45.24,2
42,66,33.8495,0.9836,0.89468,7.0756,0.1221,66.17,66.17,0.722,0.082820964,0.082820964,45.542,2
42,66,34.3634,1.00094,0.89996,7.58531,0.133,66.778,66.778,0.734,0.083240623,0.083240623,45.844,2
42,66,34.8773,1.01828,0.90524,8.09502,0.1439,67.386,67.386,0.746,0.083660282,0.083660282,46.146,2
42,67,35.3912,1.03562,0.91052,8.60473,0.1548,67.994,67.994,0.758,0.084079941,0.084079941,46.448,2
42,67,35.9051,1.05296,0.9158,9.11444,0.1657,68.602,68.602,0.77,0.0844996,0.0844996,46.75,2
42,67,36.419,1.0703,0.92108,9.62415,0.1766,69.21,69.21,0.782,0.084919259,0.084919259,47.052,2
42,67,36.9329,1.08764,0.92636,10.13386,0.1875,69.818,69.818,0.794,0.085338918,0.085338918,47.354,2
42,67,37.4468,1.10498,0.93164,10.64357,0.1984,70.426,70.426,0.806,0.085758577,0.085758577,47.656,2
42,67,37.9607,1.12232,0.93692,11.15328,0.2093,71.034,71.034,0.818,0.086178236,0.086178236,47.958,3
42,67,38.4746,1.13966,0.9422,11.66299,0.2202,71.642,71.642,0.83,0.086597895,0.086597895,48.26,3
42,67,38.9885,1.157,0.94748,12.1727,0.2311,72.25,72.25,0.842,0.087017554,0.087017554,48.562,3
43,67,39.5024,1.17434,0.95276,12.68241,0.242,72.858,72.858,0.854,0.087437213,0.087437213,48.864,3
43,67,40.0163,1.19168,0.95804,13.19212,0.2529,73.466,73.466,0.866,0.087856872,0.087856872,49.166,3
43,67,40.5302,1.20902,0.96332,13.70183,0.2638,74.074,74.074,0.878,0.088276531,0.088276531,49.468,3
43,67,41.0441,1.22636,0.9686,14.21154,0.2747,74.682,74.682,0.89,0.08869619,0.08869619,49.77,3
43,67,41.558,1.2437,0.97388,14.72125,0.2856,75.29,75.29,0.902,0.089115849,0.089115849,50.072,3
43,67,42.0719,1.26104,0.97916,15.23096,0.2965,75.898,75.898,0.914,0.089535508,0.089535508,50.374,3
43,67,42.5858,1.27838,0.98444,15.74067,0.3074,76.506,76.506,0.926,0.089955167,0.089955167,50.676,3
43,67,43.0997,1.29572,0.98972,16.25038,0.3183,77.114,77.114,0.938,0.090374826,0.090374826,50.978,3
43,67,43.6136,1.31306,0.995,16.76009,0.3292,77.722,77.722,0.95,0.090794485,0.090794485,51.28,3
43,67,44.1275,1.3304,1.00028,17.2698,0.3401,78.33,78.33,0.962,0.091214144,0.091214144,51.582,3
43,67,44.6414,1.34774,1.00556,17.77951,0.351,78.938,78.938,0.974,0.091633803,0.091633803,51.884,3
43,67,45.1553,1.36508,0.008989,18.28922,0.3619,79.546,79.546,0.986,0.092053462,0.092053462,52.186,3
43,67,45.6692,1.38242,0.00987,18.79893,0.3728,80.154,80.154,0.998,0.092473121,0.092473121,52.488,3
43,67,46.1831,1.39976,0.010751,19.30864,0.3837,80.762,80.762,1.01,0.09289278,0.09289278,52.79,3
43,68,46.697,1.4171,0.011632,19.81835,0.3946,81.37,81.37,1.022,0.093312439,0.093312439,53.092,3
43,68,47.2109,1.43444,0.012513,20.32806,0.4055,81.978,81.978,1.034,0.093732098,0.093732098,53.394,3
43,68,47.7248,1.45178,0.013394,20.83777,0.4164,82.586,82.586,1.046,0.094151757,0.094151757,53.696,3
43,68,48.2387,1.46912,0.014275,21.34748,0.4273,83.194,83.194,1.058,0.094571416,0.094571416,53.998,3
43,68,48.7526,1.48646,0.015156,21.85719,0.4382,83.802,83.802,1.07,0.094991075,0.094991075,54.3,3
43,68,49.2665,1.5038,0.016037,22.3669,0.4491,84.41,84.41,1.082,0.095410734,0.095410734,54.602,3
43,68,49.7804,1.52114,0.016918,22.87661,0.46,85.018,85.018,1.094,0.095830393,0.095830393,54.904,3
43,68,50.2943,1.53848,0.017799,23.38632,0.4709,85.626,85.626,1.106,0.096250052,0.096250052,55.206,3
43,68,50.8082,1.55582,0.01868,23.89603,0.4818,86.234,86.234,1.118,0.096669711,0.096669711,55.508,3
43,68,51.3221,1.57316,0.019561,24.40574,0.4927,86.842,86.842,1.13,0.09708937,0.09708937,55.81,3
43,68,51.836,1.5905,0.020442,24.91545,0.5036,87.45,87.45,1.142,0.097509029,0.097509029,56.112,3
43,68,52.3499,1.60784,0.021323,25.42516,0.5145,88.058,88.058,1.154,0.097928688,0.097928688,56.414,3
43,68,52.8638,1.62518,0.022204,25.93487,0.5254,88.666,88.666,1.166,0.098348347,0.098348347,56.716,3
43,68,53.3777,1.64252,0.023085,26.44458,0.5363,89.274,89.274,1.178,0.098768006,0.098768006,57.018,3
43,68,53.8916,1.65986,0.023966,26.95429,0.5472,89.882,89.882,1.19,0.099187665,0.099187665,57.32,3
44,68,54.4055,1.6772,0.024847,27.464,0.5581,90.49,90.49,1.202,0.099607324,0.099607324,57.622,3
44,68,54.9194,1.69454,0.025728,27.97371,0.569,91.098,91.098,1.214,0.100026983,0.100026983,57.924,3
44,68,55.4333,1.71188,0.026609,28.48342,0.5799,91.706,91.706,1.226,0.100446642,0.100446642,58.226,3
44,69,55.9472,1.72922,0.02749,28.99313,0.5908,92.314,92.314,1.238,0.100866301,0.100866301,58.528,3
44,69,56.4611,1.74656,0.028371,29.50284,0.6017,92.922,92.922,1.25,0.10128596,0.10128596,58.83,3
44,69,56.975,1.7639,0.029252,30.01255,0.6126,93.53,93.53,1.262,0.101705619,0.101705619,59.132,3
44,69,57.4889,1.78124,0.030133,30.52226,0.6235,94.138,94.138,1.274,0.102125278,0.102125278,59.434,3
44,69,58.0028,1.79858,0.031014,31.03197,0.6344,94.746,94.746,1.286,0.102544937,0.102544937,59.736,3
44,69,58.5167,1.81592,0.031895,31.54168,0.6453,95.354,95.354,1.298,0.102964596,0.102964596,60.038,3
44,69,59.0306,1.83326,0.032776,32.05139,0.6562,95.962,95.962,1.31,0.103384255,0.103384255,60.34,3
44,69,59.5445,1.8506,0.033657,32.5611,0.6671,96.57,96.57,1.322,0.103803914,0.103803914,60.642,3
44,69,60.0584,1.86794,0.034538,33.07081,0.678,97.178,97.178,1.334,0.104223573,0.104223573,60.944,3
44,69,60.5723,1.88528,0.035419,33.58052,0.6889,0.3689,0.3689,1.346,0.104643232,0.104643232,61.246,3
44,69,61.0862,1.90262,0.0363,34.09023,0.6998,0.5846,0.5846,1.358,0.105062891,0.105062891,61.548,3
44,69,61.6001,1.91996,0.037181,34.59994,0.7107,0.8003,0.8003,1.37,0.10548255,0.10548255,61.85,3
44,69,62.114,1.9373,0.038062,35.10965,0.7216,1.016,1.016,1.382,0.105902209,0.105902209,62.152,3
44,69,62.6279,1.95464,0.038943,35.61936,0.7325,1.2317,1.2317,1.394,0.106321868,0.106321868,62.454,3
44,69,63.1418,1.97198,0.039824,36.12907,0.7434,1.4474,1.4474,1.406,0.106741527,0.106741527,62.756,3
44,69,63.6557,1.98932,0.040705,36.63878,0.7543,1.6631,1.6631,1.418,0.107161186,0.107161186,63.058,3
44,69,64.1696,2.00666,0.041586,37.14849,0.7652,1.8788,1.8788,1.43,0.107580845,0.107580845,63.36,3
44,69,5.7178074,2.024,0.042467,37.6582,0.7761,2.0945,2.0945,1.442,0.108000504,0.108000504,63.662,1
44,69,5.7601195,2.04134,0.043348,38.16791,0.787,2.3102,2.3102,1.454,0.108420163,0.108420163,63.964,1
44,69,5.8024316,2.05868,0.044229,38.67762,0.7979,2.5259,2.5259,0.0645,0.108839822,0.108839822,64.266,1
44,69,5.8447437,2.07602,0.04511,39.18733,0.8088,2.7416,2.7416,0.0689,0.109259481,0.109259481,64.568,1
44,69,5.8870558,2.09336,0.045991,39.69704,0.000076,2.9573,2.9573,0.0733,0.10967914,0.10967914,64.87,1
44,69,5.9293679,2.1107,0.046872,40.20675,0.00085,3.173,3.173,0.0777,0.110098799,0.110098799,65.172,1
44,70,5.97168,2.12804,0.047753,40.71646,0.001624,3.3887,3.3887,0.0821,0.110518458,0.110518458,65.474,1
45,70,6.0139921,2.14538,0.048634,41.22617,0.002398,3.6044,3.6044,0.0865,0.110938117,0.110938117,65.776,1
45,70,6.0563042,2.16272,0.049515,41.73588,0.003172,3.8201,3.8201,0.0909,0.111357776,0.111357776,66.078,1
45,70,6.0986163,2.18006,0.050396,42.24559,0.003946,4.0358,4.0358,0.0953,0.111777435,0.111777435,66.38,1
45,70,6.1409284,2.1974,0.051277,42.7553,0.00472,4.2515,4.2515,0.0997,0.112197094,0.112197094,66.682,1
45,70,6.1832405,2.21474,0.052158,43.26501,0.005494,4.4672,4.4672,0.1041,0.112616753,0.112616753,66.984,1
45,70,6.2255526,2.23208,0.053039,43.77472,0.006268,4.6829,4.6829,0.1085,0.113036412,0.113036412,67.286,1
45,70,6.2678647,2.24942,0.05392,44.28443,0.007042,4.8986,4.8986,0.1129,0.113456071,0.113456071,67.588,1
45,70,6.3101768,2.26676,0.054801,44.79414,0.007816,5.1143,5.1143,0.1173,0.11387573,0.11387573,67.89,1
45,70,6.3524889,2.2841,0.055682,45.30385,0.00859,5.33,5.33,0.1217,0.114295389,0.114295389,68.192,1
45,70,6.394801,2.30144,0.056563,45.81356,0.009364,5.5457,5.5457,0.1261,0.114715048,0.114715048,68.494,1
45,70,6.4371131,2.31878,0.057444,46.32327,0.010138,5.7614,5.7614,0.1305,0.115134707,0.115134707,68.796,1
45,70,6.4794252,2.33612,0.058325,46.83298,0.010912,5.9771,5.9771,0.1349,0.115554366,0.115554366,69.098,1
45,70,6.5217373,2.35346,0.059206,47.34269,0.011686,6.1928,6.1928,0.1393,0.115974025,0.115974025,69.4,1
45,70,6.5640494,2.3708,0.060087,47.8524,0.01246,6.4085,6.4085,0.1437,0.116393684,0.116393684,69.702,1
45,70,6.6063615,2.38814,0.060968,48.36211,0.013234,6.6242,6.6242,0.1481,0.116813343,0.116813343,70.004,1
45,70,6.6486736,2.40548,0.061849,48.87182,0.014008,6.8399,6.8399,0.1525,0.117233002,0.117233002,70.306,1
45,70,6.6909857,2.42282,0.06273,34.9837,0.014782,7.0556,7.0556,0.1569,0.117652661,0.117652661,70.608,1
45,70,6.7332978,2.44016,0.063611,35.124235,0.015556,7.2713,7.2713,0.1613,0.11807232,0.11807232,70.91,1
45,70,6.7756099,2.4575,0.064492,35.26477,0.01633,7.487,7.487,0.1657,0.118491979,0.118491979,71.212,1
45,70,6.817922,2.47484,0.065373,35.405305,0.017104,7.7027,7.7027,0.1701,0.118911638,0.118911638,71.514,1
45,70,6.8602341,2.49218,0.066254,35.54584,0.017878,0.3198,0.3198,0.1745,0.119331297,0.119331297,71.816,1
45,70,6.9025462,2.50952,0.067135,35.686375,0.018652,0.3689,0.3689,0.1789,0.119750956,0.119750956,72.118,1
45,70,6.9448583,2.52686,0.068016,35.82691,0.019426,0.418,0.418,0.1833,0.120170615,0.120170615,72.42,1
45,71,6.9871704,2.5442,0.068897,35.967445,0.0202,0.4671,0.4671,0.1877,0.120590274,0.120590274,72.722,1
45,71,7.0294825,2.56154,0.069778,36.10798,0.020974,0.5162,0.5162,0.1921,0.121009933,0.121009933,73.024,1
45,71,105.6788,2.57888,0.070659,36.248515,0.021748,0.5653,0.5653,0.1965,0.121429592,0.121429592,73.326,3
45,71,105.98775,2.59622,0.07154,36.38905,0.022522,0.6144,0.6144,0.2009,0.121849251,0.121849251,73.628,3
45,71,106.2967,2.61356,0.072421,36.529585,0.023296,0.6635,0.6635,0.2053,0.12226891,0.12226891,73.93,3
45,71,106.60565,2.6309,0.073302,36.67012,0.02407,0.7126,0.7126,0.2097,0.122688569,0.122688569,74.232,3
45,71,106.9146,2.64824,0.074183,36.810655,0.024844,0.7617,0.7617,0.2141,0.123108228,0.123108228,74.534,3
45,71,107.22355,2.66558,0.075064,36.95119,0.025618,0.8108,0.8108,0.2185,0.123527887,0.123527887,74.836,3
45,71,107.5325,2.68292,0.075945,37.091725,0.026392,0.8599,0.8599,0.2229,0.123947546,0.123947546,75.138,3
45,71,107.84145,2.70026,0.076826,37.23226,0.027166,0.909,0.909,0.2273,0.124367205,0.124367205,75.44,3
45,71,108.1504,2.7176,0.077707,37.372795,0.02794,0.9581,0.9581,0.2317,0.124786864,0.124786864,75.742,3
45,71,108.45935,2.73494,0.078588,37.51333,0.028714,1.0072,1.0072,0.2361,0.125206523,0.125206523,76.044,3
45,71,108.7683,2.75228,0.079469,37.653865,0.029488,1.0563,1.0563,0.2405,0.125626182,0.125626182,76.346,3
45,71,109.07725,2.76962,0.08035,37.7944,0.030262,1.1054,1.1054,0.2449,0.126045841,0.126045841,76.648,3
45,71,109.3862,2.78696,0.081231,37.934935,0.031036,1.1545,1.1545,0.2493,0.1264655,0.1264655,76.95,3
45,71,109.69515,2.8043,0.082112,38.07547,0.03181,1.2036,1.2036,0.2537,0.126885159,0.126885159,77.252,3
45,71,110.0041,2.82164,0.082993,38.216005,0.032584,1.2527,1.2527,0.2581,0.127304818,0.127304818,77.554,3
45,71,110.31305,2.83898,0.083874,38.35654,0.033358,1.3018,1.3018,0.2625,0.127724477,0.127724477,77.856,3
45,71,110.622,2.85632,0.084755,38.497075,0.034132,1.3509,1.3509,0.2669,0.128144136,0.128144136,78.158,3
45,71,110.93095,2.87366,0.085636,38.63761,0.034906,1.4,1.4,0.2713,0.128563795,0.128563795,78.46,3
45,71,111.2399,2.891,0.086517,38.778145,0.03568,1.4491,1.4491,0.2757,0.128983454,0.128983454,78.762,3
45,71,111.54885,2.90834,0.087398,38.91868,0.036454,1.4982,1.4982,0.2801,0.129403113,0.129403113,79.064,3
46,72,111.8578,2.92568,0.088279,39.059215,0.037228,1.5473,1.5473,0.2845,0.129822772,0.129822772,79.366,3
46,72,112.16675,2.94302,0.08916,39.19975,0.038002,1.5964,1.5964,0.2889,0.130242431,0.130242431,79.668,3
46,72,112.4757,2.96036,0.090041,39.340285,0.038776,1.6455,1.6455,0.2933,0.13066209,0.13066209,79.97,3
46,72,112.78465,2.9777,0.090922,39.48082,0.03955,1.6946,1.6946,0.2977,0.131081749,0.131081749,80.272,3
46,72,113.0936,2.99504,0.091803,39.621355,0.040324,1.7437,1.7437,0.3021,0.131501408,0.131501408,80.574,3
46,72,113.40255,3.01238,0.092684,39.76189,0.041098,1.7928,1.7928,0.3065,0.131921067,0.131921067,80.876,3
46,72,113.7115,3.02972,0.093565,39.902425,0.041872,1.8419,1.8419,0.3109,0.132340726,0.132340726,81.178,3
46,72,114.02045,3.04706,0.094446,40.04296,0.042646,1.891,1.891,0.3153,0.132760385,0.132760385,81.48,3
46,72,114.3294,3.0644,0.095327,40.183495,0.04342,1.9401,1.9401,0.3197,0.133180044,0.133180044,81.782,3
46,72,208.2763,3.08174,0.096208,40.32403,0.044194,1.9892,1.9892,0.3241,0.133599703,0.133599703,82.084,3
46,72,205.784974,3.09908,0.097089,40.464565,0.044968,2.0383,2.0383,0.3285,0.134019362,0.134019362,82.386,3
46,72,203.293648,3.11642,0.09797,40.6051,0.045742,2.0874,2.0874,0.3329,0.134439021,0.134439021,82.688,3
46,72,200.802322,3.13376,0.098851,40.745635,0.046516,2.1365,2.1365,0.3373,0.13485868,0.13485868,82.99,3
46,72,198.310996,3.1511,0.099732,40.88617,0.04729,2.1856,2.1856,0.3417,0.135278339,0.135278339,83.292,3
46,72,195.81967,3.16844,0.100613,41.026705,0.048064,2.2347,2.2347,0.3461,0.135697998,0.135697998,83.594,3
46,72,193.328344,3.18578,0.101494,41.16724,0.048838,2.2838,2.2838,0.3505,0.136117657,0.136117657,83.896,3
46,72,190.837018,3.20312,0.102375,41.307775,0.049612,2.3329,2.3329,0.3549,0.136537316,0.136537316,84.198,3
46,72,188.345692,3.22046,0.103256,41.44831,0.050386,2.382,2.382,0.3593,0.136956975,0.136956975,84.5,3
46,72,185.854366,3.2378,0.104137,41.588845,0.05116,2.4311,2.4311,0.3637,0.137376634,0.137376634,84.802,3
46,72,183.36304,3.25514,0.105018,41.72938,0.051934,2.4802,2.4802,0.3681,0.137796293,0.137796293,85.104,3
46,72,180.871714,3.27248,0.105899,41.869915,0.052708,2.5293,2.5293,0.3725,0.138215952,0.138215952,85.406,3
46,72,178.380388,3.28982,0.10678,42.01045,0.053482,2.5784,2.5784,0.3769,0.138635611,0.138635611,85.708,3
46,72,175.889062,3.30716,5.75888,42.150985,0.054256,2.6275,2.6275,0.3813,0.13905527,0.13905527,86.01,3
26,45,173.397736,3.3245,10.76567,42.29152,0.05503,2.6766,2.6766,0.3857,0.139474929,0.139474929,86.312,3
26,45,170.90641,3.34184,15.77246,42.432055,0.055804,2.7257,2.7257,0.3901,0.139894588,0.139894588,86.614,3
26,45,168.415084,3.35918,20.77925,42.57259,0.056578,2.7748,2.7748,0.3945,0.140314247,0.140314247,86.916,3
26,45,165.923758,3.37652,25.78604,42.713125,0.057352,2.8239,2.8239,0.3989,0.140733906,0.140733906,87.218,3
26,45,163.432432,3.39386,30.79283,42.85366,0.058126,2.873,2.873,0.4033,0.141153565,0.141153565,87.52,3
26,45,160.941106,3.4112,35.79962,42.994195,0.0589,2.9221,2.9221,0.4077,0.141573224,0.141573224,87.822,3
26,45,158.44978,3.42854,40.80641,43.13473,0.059674,2.9712,2.9712,0.4121,0.141992883,0.141992883,88.124,3
26,45,155.958454,3.44588,45.8132,43.275265,0.060448,3.0203,3.0203,0.4165,0.142412542,0.142412542,88.426,3
26,45,153.467128,3.46322,50.81999,43.4158,0.061222,3.0694,3.0694,0.4209,0.142832201,0.142832201,88.728,3
26,45,150.975802,3.48056,55.82678,43.556335,0.061996,3.1185,3.1185,0.4253,0.14325186,0.14325186,89.03,3
26,45,148.484476,3.4979,60.83357,43.69687,0.06277,3.1676,3.1676,0.4297,0.143671519,0.143671519,89.332,3
26,45,145.99315,3.51524,65.84036,43.837405,0.063544,3.2167,3.2167,0.4341,0.144091178,0.144091178,89.634,3
26,45,143.501824,3.53258,70.84715,43.97794,0.064318,3.2658,3.2658,0.4385,0.144510837,0.144510837,89.936,3
26,45,0.025468,3.54992,75.85394,44.118475,0.065092,3.3149,3.3149,0.4429,0.144930496,0.144930496,90.238,1
27,45,0.057979,3.56726,80.86073,44.25901,0.065866,3.364,3.364,0.4473,0.145350155,0.145350155,90.54,1
27,45,0.09049,3.5846,85.86752,44.399545,0.06664,3.4131,3.4131,0.4517,0.145769814,0.145769814,90.842,1
27,45,0.123001,3.60194,90.87431,44.54008,0.067414,3.4622,3.4622,0.4561,0.146189473,0.146189473,91.144,1
27,45,0.155512,3.61928,95.8811,44.680615,0.068188,3.5113,3.5113,0.4605,0.146609132,0.146609132,91.446,1
27,45,0.188023,3.63662,100.88789,44.82115,0.068962,3.5604,3.5604,0.4649,0.147028791,0.147028791,91.748,1
27,45,0.220534,3.65396,105.89468,44.961685,0.069736,3.6095,3.6095,0.4693,0.14744845,0.14744845,92.05,1
27,46,0.00976,3.6713,110.90147,45.10222,0.07051,3.6586,3.6586,0.4737,0.147868109,0.147868109,92.352,1
27,46,0.01546,3.68864,115.90826,1.5042,0.071284,3.7077,3.7077,0.4781,0.148287768,0.148287768,92.654,1
27,46,0.02116,3.70598,120.91505,1.5476,0.072058,3.7568,3.7568,0.4825,0.148707427,0.148707427,92.956,1
27,46,0.02686,3.72332,125.92184,1.591,0.072832,3.8059,3.8059,0.4869,0.149127086,0.149127086,93.258,1
27,46,0.03256,3.74066,130.92863,1.6344,0.073606,3.855,3.855,0.4913,0.149546745,0.149546745,93.56,1
27,46,0.03826,3.758,135.93542,1.6778,0.07438,3.9041,3.9041,0.4957,0.149966404,0.149966404,93.862,1
27,46,0.04396,3.77534,140.94221,1.7212,0.075154,3.9532,3.9532,0.5001,0.150386063,0.150386063,94.164,1
27,46,0.04966,3.79268,145.949,1.7646,0.075928,4.0023,4.0023,0.5045,0.150805722,0.150805722,94.466,1
27,46,0.05536,3.81002,150.95579,1.808,0.076702,4.0514,4.0514,0.5089,0.151225381,0.151225381,94.768,1
28,46,0.06106,3.82736,155.96258,1.8514,0.077476,4.1005,4.1005,0.5133,0.15164504,0.15164504,95.07,1
28,46,0.06676,3.8447,160.96937,1.8948,0.07825,4.1496,4.1496,0.5177,0.152064699,0.152064699,95.372,1
28,46,0.07246,3.86204,165.97616,1.9382,0.079024,4.1987,4.1987,0.5221,0.152484358,0.152484358,95.674,1
